,config_enc,benchmark,network_type,encoding,configuration,ilp_configuration,k,encoding_t/o,building_successful,encoding_successful,n_nodes,n_edges,utime_enc,max_res_set_size_enc,exit_status_enc,n_vars,n_csts,config_solve,timeout,memory_limit,utime_solve,stime,wtime,max_res_set_size_solve,exit_status_solve,signal,solution_time,deterministic_time,memout,all_rows_eliminated_during_preprocessing,n_rows,n_non_zeros,n_binaries,optimised_value,encoding_m/o,solving_t/o,solving_m/o
351,config1,ca-netscience.mtx,collaboration,ilp,,config1,4,True,True,True,,,3599.84,81568,0,,,,,,,,,,,,,,,,,,,,False,False,False
451,config1,ca-netscience.mtx,collaboration,ilp,,config1,6,True,True,True,,,3600.16,81320,0,,,,,,,,,,,,,,,,,,,,False,False,False
551,config1,ca-netscience.mtx,collaboration,ilp,,config1,8,True,True,True,,,3597.16,81564,0,,,,,,,,,,,,,,,,,,,,False,False,False
651,config1,ca-netscience.mtx,collaboration,ilp,,config1,10,True,True,True,,,3598.81,81320,0,,,,,,,,,,,,,,,,,,,,False,False,False
751,config1,ca-netscience.mtx,collaboration,ilp,,config1,12,True,True,True,,,3599.91,81580,0,,,,,,,,,,,,,,,,,,,,False,False,False
851,config1,ca-netscience.mtx,collaboration,ilp,,config1,16,True,True,True,,,3600.26,81328,0,,,,,,,,,,,,,,,,,,,,False,False,False
52,config1,ca-sandi_auths.mtx,collaboration,ilp,,config1,1,False,True,True,86.0,124.0,2.29,85868,0,172.0,1092.0,config1,7200.0,4000000.0,122.31,0.09,1:17,40380.0,0.0,,77.27,14.69,False,False,289.0,1487.0,75.0,41.0,False,False,False
152,config1,ca-sandi_auths.mtx,collaboration,ilp,,config1,2,False,True,True,86.0,124.0,59.85,83332,0,172.0,308.0,config1,7200.0,4000000.0,34.48,0.02,0:21,24792.0,0.0,,21.4,4.86,False,False,63.0,227.0,34.0,61.0,False,False,False
252,config1,ca-sandi_auths.mtx,collaboration,ilp,,config1,3,True,True,True,,,3597.43,80756,0,,,,,,,,,,,,,,,,,,,,False,False,False
352,config1,ca-sandi_auths.mtx,collaboration,ilp,,config1,4,True,True,True,,,3598.71,81000,0,,,,,,,,,,,,,,,,,,,,False,False,False
452,config1,ca-sandi_auths.mtx,collaboration,ilp,,config1,6,True,True,True,,,3599.8,82784,0,,,,,,,,,,,,,,,,,,,,False,False,False
552,config1,ca-sandi_auths.mtx,collaboration,ilp,,config1,8,True,True,True,,,3598.41,80748,0,,,,,,,,,,,,,,,,,,,,False,False,False
652,config1,ca-sandi_auths.mtx,collaboration,ilp,,config1,10,True,True,True,,,3599.87,82784,0,,,,,,,,,,,,,,,,,,,,False,False,False
752,config1,ca-sandi_auths.mtx,collaboration,ilp,,config1,12,True,True,True,,,3599.96,82776,0,,,,,,,,,,,,,,,,,,,,False,False,False
852,config1,ca-sandi_auths.mtx,collaboration,ilp,,config1,16,True,True,True,,,3595.71,82784,0,,,,,,,,,,,,,,,,,,,,False,False,False
11,config1,inf-USAir97.mtx,infrastructure,ilp,,config1,1,False,True,True,332.0,2126.0,100.33,144256,0,664.0,22070.0,config1,7200.0,4000000.0,43.26,0.25,0:41,116596.0,0.0,,41.69,1246.69,False,False,13452.0,218558.0,300.0,116.0,False,False,False
111,config1,inf-USAir97.mtx,infrastructure,ilp,,config1,2,True,True,True,,,3595.53,83532,0,,,,,,,,,,,,,,,,,,,,False,False,False
211,config1,inf-USAir97.mtx,infrastructure,ilp,,config1,3,True,True,True,,,3593.34,83704,0,,,,,,,,,,,,,,,,,,,,False,False,False
311,config1,inf-USAir97.mtx,infrastructure,ilp,,config1,4,True,True,True,,,3590.74,81656,0,,,,,,,,,,,,,,,,,,,,False,False,False
411,config1,inf-USAir97.mtx,infrastructure,ilp,,config1,6,True,True,True,,,3579.24,83708,0,,,,,,,,,,,,,,,,,,,,False,False,False
511,config1,inf-USAir97.mtx,infrastructure,ilp,,config1,8,True,True,True,,,3587.44,83704,0,,,,,,,,,,,,,,,,,,,,False,False,False
611,config1,inf-USAir97.mtx,infrastructure,ilp,,config1,10,True,True,True,,,3586.38,83700,0,,,,,,,,,,,,,,,,,,,,False,False,False
711,config1,inf-USAir97.mtx,infrastructure,ilp,,config1,12,True,True,True,,,3588.58,81668,0,,,,,,,,,,,,,,,,,,,,False,False,False
811,config1,inf-USAir97.mtx,infrastructure,ilp,,config1,16,True,True,True,,,3579.22,81672,0,,,,,,,,,,,,,,,,,,,,False,False,False
19,config1,power-1138-bus.mtx,power,ilp,,config1,1,True,True,True,,,3592.44,143172,0,,,,,,,,,,,,,,,,,,,,False,False,False
119,config1,power-1138-bus.mtx,power,ilp,,config1,2,True,True,True,,,3594.74,84736,0,,,,,,,,,,,,,,,,,,,,False,False,False
219,config1,power-1138-bus.mtx,power,ilp,,config1,3,True,True,True,,,3596.11,84696,0,,,,,,,,,,,,,,,,,,,,False,False,False
319,config1,power-1138-bus.mtx,power,ilp,,config1,4,True,True,True,,,3599.36,84712,0,,,,,,,,,,,,,,,,,,,,False,False,False
419,config1,power-1138-bus.mtx,power,ilp,,config1,6,True,True,True,,,3600.25,84724,0,,,,,,,,,,,,,,,,,,,,False,False,False
519,config1,power-1138-bus.mtx,power,ilp,,config1,8,True,True,True,,,3599.26,82936,0,,,,,,,,,,,,,,,,,,,,False,False,False
619,config1,power-1138-bus.mtx,power,ilp,,config1,10,True,True,True,,,3600.37,82664,0,,,,,,,,,,,,,,,,,,,,False,False,False
719,config1,power-1138-bus.mtx,power,ilp,,config1,12,True,True,True,,,3599.79,84728,0,,,,,,,,,,,,,,,,,,,,False,False,False
819,config1,power-1138-bus.mtx,power,ilp,,config1,16,True,True,True,,,3599.89,82668,0,,,,,,,,,,,,,,,,,,,,False,False,False
21,config1,power-494-bus.mtx,power,ilp,,config1,1,False,True,True,494.0,1080.0,1151.52,171560,0,988.0,67856.0,config1,7200.0,4000000.0,33.01,0.41,0:07,144168.0,0.0,,7.19,2244.22,False,False,24664.0,173576.0,494.0,226.0,False,False,False
121,config1,power-494-bus.mtx,power,ilp,,config1,2,True,True,True,,,3597.76,81760,0,,,,,,,,,,,,,,,,,,,,False,False,False
221,config1,power-494-bus.mtx,power,ilp,,config1,3,True,True,True,,,3599.32,81724,0,,,,,,,,,,,,,,,,,,,,False,False,False
321,config1,power-494-bus.mtx,power,ilp,,config1,4,True,True,True,,,3598.66,83516,0,,,,,,,,,,,,,,,,,,,,False,False,False
421,config1,power-494-bus.mtx,power,ilp,,config1,6,True,True,True,,,3599.03,83516,0,,,,,,,,,,,,,,,,,,,,False,False,False
521,config1,power-494-bus.mtx,power,ilp,,config1,8,True,True,True,,,3599.35,83504,0,,,,,,,,,,,,,,,,,,,,False,False,False
621,config1,power-494-bus.mtx,power,ilp,,config1,10,True,True,True,,,3599.56,81472,0,,,,,,,,,,,,,,,,,,,,False,False,False
721,config1,power-494-bus.mtx,power,ilp,,config1,12,True,True,True,,,3599.56,81720,0,,,,,,,,,,,,,,,,,,,,False,False,False
821,config1,power-494-bus.mtx,power,ilp,,config1,16,True,True,True,,,3600.2,83504,0,,,,,,,,,,,,,,,,,,,,False,False,False
23,config1,power-685-bus.mtx,power,ilp,,config1,1,True,True,True,,,3595.75,171892,0,,,,,,,,,,,,,,,,,,,,False,False,False
123,config1,power-685-bus.mtx,power,ilp,,config1,2,True,True,True,,,3590.17,82316,0,,,,,,,,,,,,,,,,,,,,False,False,False
223,config1,power-685-bus.mtx,power,ilp,,config1,3,True,True,True,,,3589.45,83996,0,,,,,,,,,,,,,,,,,,,,False,False,False
323,config1,power-685-bus.mtx,power,ilp,,config1,4,True,True,True,,,3593.48,82036,0,,,,,,,,,,,,,,,,,,,,False,False,False
423,config1,power-685-bus.mtx,power,ilp,,config1,6,True,True,True,,,3591.0,83996,0,,,,,,,,,,,,,,,,,,,,False,False,False
523,config1,power-685-bus.mtx,power,ilp,,config1,8,True,True,True,,,3591.3,81956,0,,,,,,,,,,,,,,,,,,,,False,False,False
623,config1,power-685-bus.mtx,power,ilp,,config1,10,True,True,True,,,3588.05,82196,0,,,,,,,,,,,,,,,,,,,,False,False,False
723,config1,power-685-bus.mtx,power,ilp,,config1,12,True,True,True,,,3590.62,84008,0,,,,,,,,,,,,,,,,,,,,False,False,False
823,config1,power-685-bus.mtx,power,ilp,,config1,16,True,True,True,,,3591.81,81964,0,,,,,,,,,,,,,,,,,,,,False,False,False
18,config1,power-US-Grid.mtx,power,ilp,,config1,1,True,True,True,,,3594.42,158520,0,,,,,,,,,,,,,,,,,,,,False,False,False
118,config1,power-US-Grid.mtx,power,ilp,,config1,2,True,True,True,,,3592.3,99312,0,,,,,,,,,,,,,,,,,,,,False,False,False
218,config1,power-US-Grid.mtx,power,ilp,,config1,3,True,True,True,,,3590.27,97264,0,,,,,,,,,,,,,,,,,,,,False,False,False
318,config1,power-US-Grid.mtx,power,ilp,,config1,4,True,True,True,,,3591.89,99308,0,,,,,,,,,,,,,,,,,,,,False,False,False
418,config1,power-US-Grid.mtx,power,ilp,,config1,6,True,True,True,,,3589.12,99304,0,,,,,,,,,,,,,,,,,,,,False,False,False
518,config1,power-US-Grid.mtx,power,ilp,,config1,8,True,True,True,,,3598.62,99308,0,,,,,,,,,,,,,,,,,,,,False,False,False
618,config1,power-US-Grid.mtx,power,ilp,,config1,10,True,True,True,,,3589.6,97500,0,,,,,,,,,,,,,,,,,,,,False,False,False
718,config1,power-US-Grid.mtx,power,ilp,,config1,12,True,True,True,,,3589.83,99308,0,,,,,,,,,,,,,,,,,,,,False,False,False
818,config1,power-US-Grid.mtx,power,ilp,,config1,16,True,True,True,,,3593.12,99304,0,,,,,,,,,,,,,,,,,,,,False,False,False
22,config1,power-bcspwr09.mtx,power,ilp,,config1,1,True,True,True,,,3586.51,143268,0,,,,,,,,,,,,,,,,,,,,False,False,False
122,config1,power-bcspwr09.mtx,power,ilp,,config1,2,True,True,True,,,3593.9,85892,0,,,,,,,,,,,,,,,,,,,,False,False,False
222,config1,power-bcspwr09.mtx,power,ilp,,config1,3,True,True,True,,,3599.64,87568,0,,,,,,,,,,,,,,,,,,,,False,False,False
322,config1,power-bcspwr09.mtx,power,ilp,,config1,4,True,True,True,,,3600.08,85888,0,,,,,,,,,,,,,,,,,,,,False,False,False
422,config1,power-bcspwr09.mtx,power,ilp,,config1,6,True,True,True,,,3599.59,87568,0,,,,,,,,,,,,,,,,,,,,False,False,False
522,config1,power-bcspwr09.mtx,power,ilp,,config1,8,True,True,True,,,3600.09,85888,0,,,,,,,,,,,,,,,,,,,,False,False,False
622,config1,power-bcspwr09.mtx,power,ilp,,config1,10,True,True,True,,,3600.28,85568,0,,,,,,,,,,,,,,,,,,,,False,False,False
722,config1,power-bcspwr09.mtx,power,ilp,,config1,12,True,True,True,,,3600.37,85884,0,,,,,,,,,,,,,,,,,,,,False,False,False
822,config1,power-bcspwr09.mtx,power,ilp,,config1,16,True,True,True,,,3600.34,87556,0,,,,,,,,,,,,,,,,,,,,False,False,False
20,config1,power-eris1176.mtx,power,ilp,,config1,1,True,True,True,,,3598.64,142188,0,,,,,,,,,,,,,,,,,,,,False,False,False
120,config1,power-eris1176.mtx,power,ilp,,config1,2,True,True,True,,,3599.85,91044,0,,,,,,,,,,,,,,,,,,,,False,False,False
220,config1,power-eris1176.mtx,power,ilp,,config1,3,True,True,True,,,3600.24,90548,0,,,,,,,,,,,,,,,,,,,,False,False,False
320,config1,power-eris1176.mtx,power,ilp,,config1,4,True,True,True,,,3600.27,90692,0,,,,,,,,,,,,,,,,,,,,False,False,False
420,config1,power-eris1176.mtx,power,ilp,,config1,6,True,True,True,,,3600.37,92580,0,,,,,,,,,,,,,,,,,,,,False,False,False
520,config1,power-eris1176.mtx,power,ilp,,config1,8,True,True,True,,,3600.27,92592,0,,,,,,,,,,,,,,,,,,,,False,False,False
620,config1,power-eris1176.mtx,power,ilp,,config1,10,True,True,True,,,3600.16,90688,0,,,,,,,,,,,,,,,,,,,,False,False,False
720,config1,power-eris1176.mtx,power,ilp,,config1,12,True,True,True,,,3600.1,90684,0,,,,,,,,,,,,,,,,,,,,False,False,False
820,config1,power-eris1176.mtx,power,ilp,,config1,16,True,True,True,,,3600.27,92588,0,,,,,,,,,,,,,,,,,,,,False,False,False
30,config1,road-chesapeake.mtx,road,ilp,,config1,1,False,True,True,39.0,170.0,2.06,83476,0,78.0,438.0,config1,7200.0,4000000.0,159.43,0.25,1:06,44356.0,0.0,,65.96,79.58,False,False,399.0,3822.0,39.0,13.0,False,False,False
130,config1,road-chesapeake.mtx,road,ilp,,config1,2,False,True,True,39.0,170.0,4.83,83340,0,78.0,198.0,config1,7200.0,4000000.0,33.09,0.14,0:15,23368.0,0.0,,15.86,1.47,False,False,79.0,273.0,25.0,31.0,False,False,False
230,config1,road-chesapeake.mtx,road,ilp,,config1,3,False,True,True,39.0,170.0,548.01,85160,0,78.0,117.0,config1,7200.0,4000000.0,0.0,0.0,0:00,7508.0,0.0,,0.48,0.08,False,True,,,,39.0,False,False,False
330,config1,road-chesapeake.mtx,road,ilp,,config1,4,True,True,True,,,3596.29,82780,0,,,,,,,,,,,,,,,,,,,,False,False,False
430,config1,road-chesapeake.mtx,road,ilp,,config1,6,True,True,True,,,3593.87,82780,0,,,,,,,,,,,,,,,,,,,,False,False,False
530,config1,road-chesapeake.mtx,road,ilp,,config1,8,True,True,True,,,3589.85,82768,0,,,,,,,,,,,,,,,,,,,,False,False,False
630,config1,road-chesapeake.mtx,road,ilp,,config1,10,True,True,True,,,3589.33,80976,0,,,,,,,,,,,,,,,,,,,,False,False,False
730,config1,road-chesapeake.mtx,road,ilp,,config1,12,True,True,True,,,3584.32,80728,0,,,,,,,,,,,,,,,,,,,,False,False,False
830,config1,road-chesapeake.mtx,road,ilp,,config1,16,True,True,True,,,3589.49,80724,0,,,,,,,,,,,,,,,,,,,,False,False,False
29,config1,road-euroroad.edges,road,ilp,,config1,1,True,True,True,,,3599.82,119736,0,,,,,,,,,,,,,,,,,,,,False,False,False
129,config1,road-euroroad.edges,road,ilp,,config1,2,True,True,True,,,3598.01,54228,0,,,,,,,,,,,,,,,,,,,,False,False,False
229,config1,road-euroroad.edges,road,ilp,,config1,3,True,True,True,,,3599.64,54232,0,,,,,,,,,,,,,,,,,,,,False,False,False
329,config1,road-euroroad.edges,road,ilp,,config1,4,True,True,True,,,3599.74,54228,0,,,,,,,,,,,,,,,,,,,,False,False,False
429,config1,road-euroroad.edges,road,ilp,,config1,6,True,True,True,,,3600.2,54228,0,,,,,,,,,,,,,,,,,,,,False,False,False
529,config1,road-euroroad.edges,road,ilp,,config1,8,True,True,True,,,3600.29,54228,0,,,,,,,,,,,,,,,,,,,,False,False,False
629,config1,road-euroroad.edges,road,ilp,,config1,10,True,True,True,,,3600.41,54224,0,,,,,,,,,,,,,,,,,,,,False,False,False
729,config1,road-euroroad.edges,road,ilp,,config1,12,True,True,True,,,3595.57,54236,0,,,,,,,,,,,,,,,,,,,,False,False,False
829,config1,road-euroroad.edges,road,ilp,,config1,16,True,True,True,,,3592.46,54228,0,,,,,,,,,,,,,,,,,,,,False,False,False
33,config1,road-luxembourg-osm.mtx,road,ilp,,config1,1,True,True,True,,,3591.13,526612,0,,,,,,,,,,,,,,,,,,,,False,False,False
133,config1,road-luxembourg-osm.mtx,road,ilp,,config1,2,True,True,True,,,3588.12,523660,0,,,,,,,,,,,,,,,,,,,,False,False,False
233,config1,road-luxembourg-osm.mtx,road,ilp,,config1,3,True,True,True,,,3590.36,522920,0,,,,,,,,,,,,,,,,,,,,False,False,False
333,config1,road-luxembourg-osm.mtx,road,ilp,,config1,4,True,True,True,,,3589.44,523336,0,,,,,,,,,,,,,,,,,,,,False,False,False
433,config1,road-luxembourg-osm.mtx,road,ilp,,config1,6,True,True,True,,,3587.2,519980,0,,,,,,,,,,,,,,,,,,,,False,False,False
533,config1,road-luxembourg-osm.mtx,road,ilp,,config1,8,True,True,True,,,3593.84,523444,0,,,,,,,,,,,,,,,,,,,,False,False,False
633,config1,road-luxembourg-osm.mtx,road,ilp,,config1,10,True,True,True,,,3589.38,522256,0,,,,,,,,,,,,,,,,,,,,False,False,False
733,config1,road-luxembourg-osm.mtx,road,ilp,,config1,12,True,True,True,,,3595.13,523584,0,,,,,,,,,,,,,,,,,,,,False,False,False
833,config1,road-luxembourg-osm.mtx,road,ilp,,config1,16,True,True,True,,,3599.12,523044,0,,,,,,,,,,,,,,,,,,,,False,False,False
32,config1,road-minnesota.mtx,road,ilp,,config1,1,True,True,True,,,3583.69,164784,0,,,,,,,,,,,,,,,,,,,,False,False,False
132,config1,road-minnesota.mtx,road,ilp,,config1,2,True,True,True,,,3590.55,91200,0,,,,,,,,,,,,,,,,,,,,False,False,False
232,config1,road-minnesota.mtx,road,ilp,,config1,3,True,True,True,,,3593.91,91204,0,,,,,,,,,,,,,,,,,,,,False,False,False
332,config1,road-minnesota.mtx,road,ilp,,config1,4,True,True,True,,,3598.1,91208,0,,,,,,,,,,,,,,,,,,,,False,False,False
432,config1,road-minnesota.mtx,road,ilp,,config1,6,True,True,True,,,3597.35,91208,0,,,,,,,,,,,,,,,,,,,,False,False,False
532,config1,road-minnesota.mtx,road,ilp,,config1,8,True,True,True,,,3598.75,89428,0,,,,,,,,,,,,,,,,,,,,False,False,False
632,config1,road-minnesota.mtx,road,ilp,,config1,10,True,True,True,,,3600.12,91200,0,,,,,,,,,,,,,,,,,,,,False,False,False
732,config1,road-minnesota.mtx,road,ilp,,config1,12,True,True,True,,,3598.86,91204,0,,,,,,,,,,,,,,,,,,,,False,False,False
832,config1,road-minnesota.mtx,road,ilp,,config1,16,True,True,True,,,3599.3,89412,0,,,,,,,,,,,,,,,,,,,,False,False,False
31,config1,road-roadNet-PA.mtx,road,ilp,,config1,1,False,True,False,,,388.93,3656788,0,,,,,,,,,,,,,,,,,,,,True,False,False
131,config1,road-roadNet-PA.mtx,road,ilp,,config1,2,False,True,False,,,397.8,3656784,0,,,,,,,,,,,,,,,,,,,,True,False,False
231,config1,road-roadNet-PA.mtx,road,ilp,,config1,3,False,True,False,,,383.32,3656784,0,,,,,,,,,,,,,,,,,,,,True,False,False
331,config1,road-roadNet-PA.mtx,road,ilp,,config1,4,False,True,False,,,389.24,3656784,0,,,,,,,,,,,,,,,,,,,,True,False,False
431,config1,road-roadNet-PA.mtx,road,ilp,,config1,6,False,True,False,,,392.25,3656784,0,,,,,,,,,,,,,,,,,,,,True,False,False
531,config1,road-roadNet-PA.mtx,road,ilp,,config1,8,False,True,False,,,388.41,3656788,0,,,,,,,,,,,,,,,,,,,,True,False,False
631,config1,road-roadNet-PA.mtx,road,ilp,,config1,10,False,True,False,,,393.51,3656784,0,,,,,,,,,,,,,,,,,,,,True,False,False
731,config1,road-roadNet-PA.mtx,road,ilp,,config1,12,False,True,False,,,390.02,3656784,0,,,,,,,,,,,,,,,,,,,,True,False,False
831,config1,road-roadNet-PA.mtx,road,ilp,,config1,16,False,True,False,,,402.38,3656100,0,,,,,,,,,,,,,,,,,,,,True,False,False
82,config1,soc-dolphins.mtx,social,ilp,,config1,1,False,True,True,62.0,159.0,2.2,84636,0,124.0,1386.0,config1,7200.0,4000000.0,182.68,0.1,1:18,46024.0,0.0,,78.88,40.42,False,False,900.0,9545.0,62.0,19.0,False,False,False
182,config1,soc-dolphins.mtx,social,ilp,,config1,2,False,True,True,62.0,159.0,23.79,85436,0,124.0,452.0,config1,7200.0,4000000.0,197.84,0.13,1:41,36652.0,0.0,,101.38,36.35,False,False,345.0,2254.0,47.0,35.0,False,False,False
282,config1,soc-dolphins.mtx,social,ilp,,config1,3,True,True,True,,,3589.86,82804,0,,,,,,,,,,,,,,,,,,,,False,False,False
382,config1,soc-dolphins.mtx,social,ilp,,config1,4,True,True,True,,,3589.48,82808,0,,,,,,,,,,,,,,,,,,,,False,False,False
482,config1,soc-dolphins.mtx,social,ilp,,config1,6,True,True,True,,,3587.45,82776,0,,,,,,,,,,,,,,,,,,,,False,False,False
582,config1,soc-dolphins.mtx,social,ilp,,config1,8,True,True,True,,,3592.39,80788,0,,,,,,,,,,,,,,,,,,,,False,False,False
682,config1,soc-dolphins.mtx,social,ilp,,config1,10,True,True,True,,,3595.85,82792,0,,,,,,,,,,,,,,,,,,,,False,False,False
782,config1,soc-dolphins.mtx,social,ilp,,config1,12,True,True,True,,,3599.07,82784,0,,,,,,,,,,,,,,,,,,,,False,False,False
882,config1,soc-dolphins.mtx,social,ilp,,config1,16,True,True,True,,,3597.78,80744,0,,,,,,,,,,,,,,,,,,,,False,False,False
